r,u,generated_transitions,expanded_states
2,0x000c0000,842,11
2,0x000c0010,63608,101
2,0x000c0030,63608,101
2,0x000c0040,24368,41
2,0x000c0050,63608,101
2,0x000c0060,24368,41
2,0x000c0070,63608,101
2,0x000c0080,60980,101
2,0x000c0090,66308,101
2,0x000c00a0,60980,101
2,0x000c00b0,60908,101
2,0x000c00c0,55460,101
2,0x000c00d0,66308,101
2,0x000c00e0,55460,101
2,0x000c00f0,60908,101
2,0x000c1000,73316,101
2,0x000c2000,33320,41
2,0x000c3000,73316,101
2,0x000c4000,28328,41
2,0x000c5000,73316,101
2,0x000c6000,28328,41
2,0x000c7000,73316,101
2,0x000c8000,78308,101
2,0x000c9000,73316,101
2,0x000ca000,78308,101
2,0x000cb000,73316,101
2,0x000cc000,73316,101
2,0x000cd000,73316,101
2,0x000ce000,73316,101
2,0x000cf000,73316,101
2,0x000d0000,842,11
2,0x000d0010,62660,101
2,0x000d0020,30440,41
2,0x000d0030,62660,101
2,0x000d0040,24020,41
2,0x000d0050,62660,101
2,0x000d0070,62660,101
2,0x000d0090,60260,101
2,0x000d00b0,63260,101
2,0x000d00c0,66308,101
2,0x000d00d0,60260,101
2,0x000d00e0,66308,101
2,0x000d00f0,63260,101
2,0x000d1000,73316,101
2,0x000d2000,33320,41
2,0x000d3000,73316,101
2,0x000d4000,28328,41
2,0x000d5000,73316,101
2,0x000d6000,28328,41
2,0x000d7000,73316,101
2,0x000d8000,78308,101
2,0x000d9000,73316,101
2,0x000da000,78308,101
2,0x000db000,73316,101
2,0x000dc000,73316,101
2,0x000dd000,73316,101
2,0x000de000,73316,101
2,0x000df000,73316,101
2,0x000e0000,842,11
2,0x000e0010,63608,101
2,0x000e0030,63608,101
2,0x000e0040,24368,41
2,0x000e0050,63608,101
2,0x000e0060,24368,41
2,0x000e0070,63608,101
2,0x000e0080,60980,101
2,0x000e0090,66308,101
2,0x000e00a0,60980,101
2,0x000e00b0,60908,101
2,0x000e00c0,55460,101
2,0x000e00d0,66308,101
2,0x000e00e0,55460,101
2,0x000e00f0,60908,101
2,0x000e1000,73316,101
2,0x000e2000,33320,41
2,0x000e3000,73316,101
2,0x000e4000,28328,41
2,0x000e5000,73316,101
2,0x000e6000,28328,41
2,0x000e7000,73316,101
2,0x000e8000,78308,101
2,0x000e9000,73316,101
2,0x000ea000,78308,101
2,0x000eb000,73316,101
2,0x000ec000,73316,101
2,0x000ed000,73316,101
2,0x000ee000,73316,101
2,0x000ef000,73316,101
2,0x000f0000,842,11
2,0x000f0020,27440,41
2,0x000f0060,24020,41
2,0x000f0090,63260,101
2,0x000f00b0,63260,101
2,0x000f00c0,60908,101
2,0x000f00d0,63260,101
2,0x000f00e0,60908,101
2,0x000f00f0,60260,101
2,0x000f1000,73316,101
2,0x000f2000,33320,41
2,0x000f3000,73316,101
2,0x000f4000,28328,41
2,0x000f5000,73316,101
2,0x000f6000,28328,41
2,0x000f7000,73316,101
2,0x000f8000,78308,101
2,0x000f9000,73316,101
2,0x000fa000,78308,101
2,0x000fb000,73316,101
2,0x000fc000,73316,101
2,0x000fd000,73316,101
2,0x000fe000,73316,101
2,0x000ff000,73316,101
2,0x00100000,842,11
2,0x00100001,61460,101
2,0x00100003,62060,101
2,0x00100004,24320,41
2,0x00100005,62360,101
2,0x00100006,24620,41
2,0x00100008,67028,101
2,0x00100009,62660,101
2,0x0010000a,67028,101
2,0x0010000b,63560,101
2,0x0010000c,63608,101
2,0x0010000d,62660,101
2,0x0010000e,63608,101
2,0x00100100,66956,101
2,0x00100200,31040,41
2,0x00100300,67256,101
2,0x00100400,26288,41
2,0x00100500,67946,101
2,0x00100600,26438,41
2,0x00100700,68096,101
2,0x00100800,73208,101
2,0x00100900,67556,101
2,0x00100a00,73208,101
2,0x00100b00,69086,101
2,0x00100c00,69146,101
2,0x00100d00,67556,101
2,0x00100e00,69146,101
2,0x00100f00,67406,101
2,0x00101000,73316,101
2,0x00102000,33320,41
2,0x00103000,73316,101
2,0x00104000,28328,41
2,0x00105000,73316,101
2,0x00106000,28328,41
2,0x00107000,73316,101
2,0x00108000,78308,101
2,0x00109000,73316,101
2,0x0010a000,78308,101
2,0x0010b000,73316,101
2,0x0010c000,73316,101
2,0x0010d000,73316,101
2,0x0010e000,73316,101
2,0x0010f000,73316,101
2,0x00200000,404,5
2,0x00200002,10016,17
2,0x00200004,11216,17
2,0x00200006,11216,17
2,0x00200009,30440,41
2,0x0020000b,27440,41
2,0x0020000d,30440,41
2,0x0020000f,27440,41
2,0x00200100,26240,41
2,0x00200200,8696,17
2,0x00200300,26240,41
2,0x00200400,10256,17
2,0x00200500,26240,41
2,0x00200600,10256,17
2,0x00200700,26240,41
2,0x00200800,23600,41
2,0x00200900,28520,41
2,0x00200a00,23600,41
2,0x00200b00,24860,41
2,0x00200c00,21200,41
2,0x00200d00,28520,41
2,0x00200e00,21200,41
2,0x00200f00,24860,41
2,0x00201000,35240,41
2,0x00202000,16016,17
2,0x00203000,35240,41
2,0x00204000,13616,17
2,0x00205000,35240,41
2,0x00206000,13616,17
2,0x00207000,35240,41
2,0x00208000,37640,41
2,0x00209000,35240,41
2,0x0020a000,37640,41
2,0x0020b000,35240,41
2,0x0020c000,35240,41
2,0x0020d000,35240,41
2,0x0020e000,35240,41
2,0x0020f000,35240,41
2,0x00300000,842,11
2,0x00300001,62060,101
2,0x00300003,61460,101
2,0x00300004,24620,41
2,0x00300006,24320,41
2,0x00300008,67028,101
2,0x00300009,62660,101
2,0x0030000a,67028,101
2,0x0030000b,63560,101
2,0x0030000c,63608,101
2,0x0030000d,62660,101
2,0x0030000e,63608,101
2,0x00300100,67256,101
2,0x00300200,31040,41
2,0x00300300,66956,101
2,0x00300400,26438,41
2,0x00300500,68096,101
2,0x00300600,26288,41
2,0x00300700,67946,101
2,0x00300800,73208,101
2,0x00300900,67556,101
2,0x00300a00,73208,101
2,0x00300b00,69086,101
2,0x00300c00,69146,101
2,0x00300d00,67556,101
2,0x00300e00,69146,101
2,0x00300f00,67406,101
2,0x00301000,73316,101
2,0x00302000,33320,41
2,0x00303000,73316,101
2,0x00304000,28328,41
2,0x00305000,73316,101
2,0x00306000,28328,41
2,0x00307000,73316,101
2,0x00308000,78308,101
2,0x00309000,73316,101
2,0x0030a000,78308,101
2,0x0030b000,73316,101
2,0x0030c000,73316,101
2,0x0030d000,73316,101
2,0x0030e000,73316,101
2,0x0030f000,73316,101
2,0x00400000,320,5
2,0x00400001,24320,41
2,0x00400002,11216,17
2,0x00400003,24620,41
2,0x00400004,8732,17
2,0x00400005,24320,41
2,0x00400006,9332,17
2,0x00400007,24620,41
2,0x00400008,25904,41
2,0x00400009,24020,41
2,0x0040000a,25904,41
2,0x0040000c,24368,41
2,0x0040000d,24020,41
2,0x0040000e,24368,41
2,0x00400100,27488,41
2,0x00400200,12656,17
2,0x00400300,27638,41
2,0x00400400,10250,17
2,0x00400500,27488,41
2,0x00400600,10550,17
2,0x00400700,27638,41
2,0x00400800,29444,41
2,0x00400900,27338,41
2,0x00400a00,29444,41
2,0x00400b00,27338,41
2,0x00400c00,27548,41
2,0x00400d00,27338,41
2,0x00400e00,27548,41
2,0x00400f00,27338,41
2,0x00401000,27848,41
2,0x00402000,12656,17
2,0x00403000,27848,41
2,0x00404000,10760,17
2,0x00405000,27848,41
2,0x00406000,10760,17
2,0x00407000,27848,41
2,0x00408000,29744,41
2,0x00409000,27848,41
2,0x0040a000,29744,41
2,0x0040b000,27848,41
2,0x0040c000,27848,41
2,0x0040d000,27848,41
2,0x0040e000,27848,41
2,0x0040f000,27848,41
2,0x00500000,842,11
2,0x00500001,62360,101
2,0x00500004,24320,41
2,0x00500005,61460,101
2,0x00500006,24620,41
2,0x00500007,62060,101
2,0x00500008,67028,101
2,0x00500009,62660,101
2,0x0050000a,67028,101
2,0x0050000c,63608,101
2,0x0050000d,62660,101
2,0x0050000e,63608,101
2,0x00500100,67946,101
2,0x00500200,31040,41
2,0x00500300,68096,101
2,0x00500400,26288,41
2,0x00500500,66956,101
2,0x00500600,26438,41
2,0x00500700,67256,101
2,0x00500800,73208,101
2,0x00500900,67556,101
2,0x00500a00,73208,101
2,0x00500b00,67406,101
2,0x00500c00,69146,101
2,0x00500d00,67556,101
2,0x00500e00,69146,101
2,0x00500f00,69086,101
2,0x00501000,73316,101
2,0x00502000,33320,41
2,0x00503000,73316,101
2,0x00504000,28328,41
2,0x00505000,73316,101
2,0x00506000,28328,41
2,0x00507000,73316,101
2,0x00508000,78308,101
2,0x00509000,73316,101
2,0x0050a000,78308,101
2,0x0050b000,73316,101
2,0x0050c000,73316,101
2,0x0050d000,73316,101
2,0x0050e000,73316,101
2,0x0050f000,73316,101
2,0x00600000,320,5
2,0x00600001,24620,41
2,0x00600002,11216,17
2,0x00600003,24320,41
2,0x00600004,9332,17
2,0x00600005,24620,41
2,0x00600006,8732,17
2,0x00600007,24320,41
2,0x00600008,25904,41
2,0x0060000a,25904,41
2,0x0060000b,24020,41
2,0x0060000c,24368,41
2,0x0060000e,24368,41
2,0x0060000f,24020,41
2,0x00600100,27638,41
2,0x00600200,12656,17
2,0x00600300,27488,41
2,0x00600400,10550,17
2,0x00600500,27638,41
2,0x00600600,10250,17
2,0x00600700,27488,41
2,0x00600800,29444,41
2,0x00600900,27338,41
2,0x00600a00,29444,41
2,0x00600b00,27338,41
2,0x00600c00,27548,41
2,0x00600d00,27338,41
2,0x00600e00,27548,41
2,0x00600f00,27338,41
2,0x00601000,27848,41
2,0x00602000,12656,17
2,0x00603000,27848,41
2,0x00604000,10760,17
2,0x00605000,27848,41
2,0x00606000,10760,17
2,0x00607000,27848,41
2,0x00608000,29744,41
2,0x00609000,27848,41
2,0x0060a000,29744,41
2,0x0060b000,27848,41
2,0x0060c000,27848,41
2,0x0060d000,27848,41
2,0x0060e000,27848,41
2,0x0060f000,27848,41
2,0x00700000,842,11
2,0x00700004,24620,41
2,0x00700005,62060,101
2,0x00700006,24320,41
2,0x00700007,61460,101
2,0x00700008,67028,101
2,0x00700009,62660,101
2,0x0070000a,67028,101
2,0x0070000b,62360,101
2,0x0070000c,63608,101
2,0x0070000d,62660,101
2,0x0070000e,63608,101
2,0x00700100,68096,101
2,0x00700200,31040,41
2,0x00700300,67946,101
2,0x00700400,26438,41
2,0x00700500,67256,101
2,0x00700600,26288,41
2,0x00700700,66956,101
2,0x00700800,73208,101
2,0x00700900,67556,101
2,0x00700a00,73208,101
2,0x00700b00,67406,101
2,0x00700c00,69146,101
2,0x00700d00,67556,101
2,0x00700e00,69146,101
2,0x00700f00,69086,101
2,0x00701000,73316,101
2,0x00702000,33320,41
2,0x00703000,73316,101
2,0x00704000,28328,41
2,0x00705000,73316,101
2,0x00706000,28328,41
2,0x00707000,73316,101
2,0x00708000,78308,101
2,0x00709000,73316,101
2,0x0070a000,78308,101
2,0x0070b000,73316,101
2,0x0070c000,73316,101
2,0x0070d000,73316,101
2,0x0070e000,73316,101
2,0x0070f000,73316,101
2,0x00800000,926,11
2,0x00800001,67028,101
2,0x00800003,67028,101
2,0x00800004,25904,41
2,0x00800005,67028,101
2,0x00800006,25904,41
2,0x00800007,67028,101
2,0x00800008,65816,101
2,0x00800009,69128,101
2,0x0080000a,65816,101
2,0x0080000b,64928,101
2,0x0080000c,60980,101
2,0x0080000e,60980,101
2,0x00800100,67208,101
2,0x00800200,26000,41
2,0x00800300,67208,101
2,0x00800400,25844,41
2,0x00800500,67208,101
2,0x00800600,25844,41
2,0x00800700,67208,101
2,0x00800800,64634,101
2,0x00800900,69878,101
2,0x00800a00,64634,101
2,0x00800b00,64538,101
2,0x00800c00,59288,101
2,0x00800d00,69878,101
2,0x00800e00,59288,101
2,0x00800f00,64538,101
2,0x00801000,80708,101
2,0x00801a00,5679992,1001
2,0x00801c00,5209544,1001
2,0x00802000,36680,41
2,0x00802003,2677520,401
2,0x00802005,2677520,401
2,0x00802006,1034720,161
2,0x00802009,2761520,401
2,0x0080200a,2629040,401
2,0x0080200c,2435600,401
2,0x00802300,2684720,401
2,0x00802500,2684720,401
2,0x00802600,1032320,161
2,0x00802900,2791520,401
2,0x00802a00,2581760,401
2,0x00802c00,2367920,401
2,0x00803000,80708,101
2,0x00804000,31184,41
2,0x00804600,877496,161
2,0x00804900,2372852,401
2,0x00804a00,2194556,401
2,0x00804c00,2012792,401
2,0x00805000,80708,101
2,0x00805004,2276432,401
2,0x00805008,5784008,1001
2,0x00805100,5906504,1001
2,0x00805200,2284880,401
2,0x00805400,2271152,401
2,0x00805800,5679992,1001
2,0x00806000,31184,41
2,0x00806004,879536,161
2,0x00806008,2234744,401
2,0x00806100,2282072,401
2,0x00806200,882800,161
2,0x00806400,877496,161
2,0x00806800,2194556,401
2,0x00807000,80708,101
2,0x00808000,86204,101
2,0x00808a00,6067196,1001
2,0x00808c00,5564672,1001
2,0x00809000,80708,101
2,0x00809800,5679992,1001
2,0x0080a000,86204,101
2,0x0080a800,6067196,1001
2,0x0080b000,80708,101
2,0x0080c000,80708,101
2,0x0080c800,5679992,1001
2,0x0080d000,80708,101
2,0x0080e000,80708,101
2,0x0080f000,80708,101
2,0x00900000,842,11
2,0x00900001,62660,101
2,0x00900002,30440,41
2,0x00900003,62660,101
2,0x00900004,24020,41
2,0x00900005,62660,101
2,0x00900007,62660,101
2,0x00900008,69128,101
2,0x00900009,60260,101
2,0x0090000a,69128,101
2,0x0090000b,63260,101
2,0x0090000c,66308,101
2,0x0090000d,60260,101
2,0x0090000e,66308,101
2,0x0090000f,63260,101
2,0x00900100,67556,101
2,0x00900200,33320,41
2,0x00900300,67556,101
2,0x00900400,26138,41
2,0x00900500,67556,101
2,0x00900600,26138,41
2,0x00900700,67556,101
2,0x00900800,75878,101
2,0x00900900,65276,101
2,0x00900a00,75878,101
2,0x00900b00,68936,101
2,0x00900c00,72656,101
2,0x00900d00,65276,101
2,0x00900e00,72656,101
2,0x00900f00,68936,101
2,0x00901000,73316,101
2,0x00902000,33320,41
2,0x00903000,73316,101
2,0x00904000,28328,41
2,0x00905000,73316,101
2,0x00906000,28328,41
2,0x00907000,73316,101
2,0x00908000,78308,101
2,0x00909000,73316,101
2,0x0090a000,78308,101
2,0x0090b000,73316,101
2,0x0090c000,73316,101
2,0x0090d000,73316,101
2,0x0090e000,73316,101
2,0x0090f000,73316,101
2,0x00a00000,926,11
2,0x00a00001,67028,101
2,0x00a00003,67028,101
2,0x00a00004,25904,41
2,0x00a00005,67028,101
2,0x00a00006,25904,41
2,0x00a00007,67028,101
2,0x00a00008,65816,101
2,0x00a00009,69128,101
2,0x00a0000a,65816,101
2,0x00a0000b,64928,101
2,0x00a0000c,60980,101
2,0x00a0000e,60980,101
2,0x00a00100,67208,101
2,0x00a00200,26000,41
2,0x00a00300,67208,101
2,0x00a00400,25844,41
2,0x00a00500,67208,101
2,0x00a00600,25844,41
2,0x00a00700,67208,101
2,0x00a00800,64634,101
2,0x00a00900,69878,101
2,0x00a00a00,64634,101
2,0x00a00b00,64538,101
2,0x00a00c00,59288,101
2,0x00a00d00,69878,101
2,0x00a00e00,59288,101
2,0x00a00f00,64538,101
2,0x00a01000,80708,101
2,0x00a02000,36680,41
2,0x00a03000,80708,101
2,0x00a04000,31184,41
2,0x00a05000,80708,101
2,0x00a06000,31184,41
2,0x00a07000,80708,101
2,0x00a08000,86204,101
2,0x00a09000,80708,101
2,0x00a0a000,86204,101
2,0x00a0b000,80708,101
2,0x00a0c000,80708,101
2,0x00a0d000,80708,101
2,0x00a0e000,80708,101
2,0x00a0f000,80708,101
2,0x00b00000,842,11
2,0x00b00001,63560,101
2,0x00b00002,27440,41
2,0x00b00003,63560,101
2,0x00b00006,24020,41
2,0x00b00007,62360,101
2,0x00b00008,64928,101
2,0x00b00009,63260,101
2,0x00b0000a,64928,101
2,0x00b0000b,60260,101
2,0x00b0000c,60908,101
2,0x00b0000d,63260,101
2,0x00b0000e,60908,101
2,0x00b0000f,63260,101
2,0x00b00100,69086,101
2,0x00b00200,29660,41
2,0x00b00300,69086,101
2,0x00b00400,26138,41
2,0x00b00500,67406,101
2,0x00b00600,26138,41
2,0x00b00700,67406,101
2,0x00b00800,70538,101
2,0x00b00900,68936,101
2,0x00b00a00,70538,101
2,0x00b00b00,65276,101
2,0x00b00c00,65636,101
2,0x00b00e00,65636,101
2,0x00b01000,73316,101
2,0x00b02000,33320,41
2,0x00b03000,73316,101
2,0x00b04000,28328,41
2,0x00b05000,73316,101
2,0x00b06000,28328,41
2,0x00b07000,73316,101
2,0x00b08000,78308,101
2,0x00b09000,73316,101
2,0x00b0a000,78308,101
2,0x00b0b000,73316,101
2,0x00b0c000,73316,101
2,0x00b0d000,73316,101
2,0x00b0e000,73316,101
2,0x00b0f000,73316,101
2,0x00c00000,842,11
2,0x00c00001,63608,101
2,0x00c00003,63608,101
2,0x00c00004,24368,41
2,0x00c00005,63608,101
2,0x00c00006,24368,41
2,0x00c00007,63608,101
2,0x00c00008,60980,101
2,0x00c00009,66308,101
2,0x00c0000a,60980,101
2,0x00c0000b,60908,101
2,0x00c0000c,55460,101
2,0x00c0000d,66308,101
2,0x00c0000e,55460,101
2,0x00c0000f,60908,101
2,0x00c00100,69146,101
2,0x00c00200,26000,41
2,0x00c00300,69146,101
2,0x00c00400,26348,41
2,0x00c00500,69146,101
2,0x00c00600,26348,41
2,0x00c00700,69146,101
2,0x00c00800,65288,101
2,0x00c00900,72656,101
2,0x00c00a00,65288,101
2,0x00c00b00,65636,101
2,0x00c00c00,58556,101
2,0x00c00d00,72656,101
2,0x00c00e00,58556,101
2,0x00c00f00,65636,101
2,0x00c01000,73316,101
2,0x00c02000,33320,41
2,0x00c03000,73316,101
2,0x00c04000,28328,41
2,0x00c05000,73316,101
2,0x00c06000,28328,41
2,0x00c07000,73316,101
2,0x00c08000,78308,101
2,0x00c09000,73316,101
2,0x00c0a000,78308,101
2,0x00c0b000,73316,101
2,0x00c0c000,73316,101
2,0x00c0d000,73316,101
2,0x00c0e000,73316,101
2,0x00c0f000,73316,101
2,0x00d00000,842,11
2,0x00d00001,62660,101
2,0x00d00002,30440,41
2,0x00d00003,62660,101
2,0x00d00004,24020,41
2,0x00d00005,62660,101
2,0x00d00007,62660,101
2,0x00d00009,60260,101
2,0x00d0000b,63260,101
2,0x00d0000c,66308,101
2,0x00d0000d,60260,101
2,0x00d0000e,66308,101
2,0x00d0000f,63260,101
2,0x00d00100,67556,101
2,0x00d00200,33320,41
2,0x00d00300,67556,101
2,0x00d00400,26138,41
2,0x00d00500,67556,101
2,0x00d00600,26138,41
2,0x00d00700,67556,101
2,0x00d00800,75878,101
2,0x00d00900,65276,101
2,0x00d00a00,75878,101
2,0x00d00b00,68936,101
2,0x00d00c00,72656,101
2,0x00d00d00,65276,101
2,0x00d00e00,72656,101
2,0x00d00f00,68936,101
2,0x00d01000,73316,101
2,0x00d02000,33320,41
2,0x00d03000,73316,101
2,0x00d04000,28328,41
2,0x00d05000,73316,101
2,0x00d06000,28328,41
2,0x00d07000,73316,101
2,0x00d08000,78308,101
2,0x00d09000,73316,101
2,0x00d0a000,78308,101
2,0x00d0b000,73316,101
2,0x00d0c000,73316,101
2,0x00d0d000,73316,101
2,0x00d0e000,73316,101
2,0x00d0f000,73316,101
2,0x00e00000,842,11
2,0x00e00001,63608,101
2,0x00e00003,63608,101
2,0x00e00004,24368,41
2,0x00e00005,63608,101
2,0x00e00006,24368,41
2,0x00e00007,63608,101
2,0x00e00008,60980,101
2,0x00e00009,66308,101
2,0x00e0000a,60980,101
2,0x00e0000b,60908,101
2,0x00e0000c,55460,101
2,0x00e0000d,66308,101
2,0x00e0000e,55460,101
2,0x00e0000f,60908,101
2,0x00e00100,69146,101
2,0x00e00200,26000,41
2,0x00e00300,69146,101
2,0x00e00400,26348,41
2,0x00e00500,69146,101
2,0x00e00600,26348,41
2,0x00e00700,69146,101
2,0x00e00800,65288,101
2,0x00e00900,72656,101
2,0x00e00a00,65288,101
2,0x00e00b00,65636,101
2,0x00e00c00,58556,101
2,0x00e00d00,72656,101
2,0x00e00e00,58556,101
2,0x00e00f00,65636,101
2,0x00e01000,73316,101
2,0x00e02000,33320,41
2,0x00e03000,73316,101
2,0x00e04000,28328,41
2,0x00e05000,73316,101
2,0x00e06000,28328,41
2,0x00e07000,73316,101
2,0x00e08000,78308,101
2,0x00e09000,73316,101
2,0x00e0a000,78308,101
2,0x00e0b000,73316,101
2,0x00e0c000,73316,101
2,0x00e0d000,73316,101
2,0x00e0e000,73316,101
2,0x00e0f000,73316,101
2,0x00f00000,842,11
2,0x00f00002,27440,41
2,0x00f00006,24020,41
2,0x00f00009,63260,101
2,0x00f0000b,63260,101
2,0x00f0000c,60908,101
2,0x00f0000d,63260,101
2,0x00f0000e,60908,101
2,0x00f0000f,60260,101
2,0x00f00100,67406,101
2,0x00f00200,29660,41
2,0x00f00300,67406,101
2,0x00f00400,26138,41
2,0x00f00500,69086,101
2,0x00f00600,26138,41
2,0x00f00700,69086,101
2,0x00f00800,70538,101
2,0x00f00900,68936,101
2,0x00f00a00,70538,101
2,0x00f00b00,68936,101
2,0x00f00c00,65636,101
2,0x00f00d00,68936,101
2,0x00f00e00,65636,101
2,0x00f00f00,65276,101
2,0x00f01000,73316,101
2,0x00f02000,33320,41
2,0x00f03000,73316,101
2,0x00f04000,28328,41
2,0x00f05000,73316,101
2,0x00f06000,28328,41
2,0x00f07000,73316,101
2,0x00f08000,78308,101
2,0x00f09000,73316,101
2,0x00f0a000,78308,101
2,0x00f0b000,73316,101
2,0x00f0c000,73316,101
2,0x00f0d000,73316,101
2,0x00f0e000,73316,101
2,0x00f0f000,73316,101
2,0x01000000,8138,11
2,0x01000010,66956,101
2,0x01000020,26240,41
2,0x01000030,67256,101
2,0x01000040,27488,41
2,0x01000050,67946,101
2,0x01000060,27638,41
2,0x01000070,68096,101
2,0x01000080,67208,101
2,0x01000090,67556,101
2,0x010000a0,67208,101
2,0x010000b0,69086,101
2,0x010000c0,69146,101
2,0x010000d0,67556,101
2,0x010000e0,69146,101
2,0x010000f0,67406,101
2,0x01001000,67220,101
2,0x01002000,26120,41
2,0x01003000,67820,101
2,0x01004000,27680,41
2,0x01005000,68120,101
2,0x01006000,27980,41
2,0x01007000,68420,101
2,0x01008000,67508,101
2,0x01009000,68420,101
2,0x0100a000,67508,101
2,0x0100b000,69320,101
2,0x0100c000,69368,101
2,0x0100d000,68420,101
2,0x0100e000,69368,101
2,0x0100f000,68120,101
2,0x02000000,4004,5
2,0x02000010,31040,41
2,0x02000020,8696,17
2,0x02000030,31040,41
2,0x02000040,12656,17
2,0x02000050,31040,41
2,0x02000060,12656,17
2,0x02000070,31040,41
2,0x02000080,26000,41
2,0x02000090,33320,41
2,0x020000a0,26000,41
2,0x020000b0,29660,41
2,0x020000c0,26000,41
2,0x020000d0,33320,41
2,0x020000e0,26000,41
2,0x020000f0,29660,41
2,0x02001000,32840,41
2,0x02002000,10016,17
2,0x02003000,32840,41
2,0x02004000,13616,17
2,0x02005000,32840,41
2,0x02006000,13616,17
2,0x02007000,32840,41
2,0x02008000,29240,41
2,0x02009000,35240,41
2,0x0200a000,29240,41
2,0x0200b000,32240,41
2,0x0200c000,29240,41
2,0x0200d000,35240,41
2,0x0200e000,29240,41
2,0x0200f000,32240,41
2,0x03000000,8138,11
2,0x03000010,67256,101
2,0x03000020,26240,41
2,0x03000030,66956,101
2,0x03000040,27638,41
2,0x03000050,68096,101
2,0x03000060,27488,41
2,0x03000070,67946,101
2,0x03000080,67208,101
2,0x03000090,67556,101
2,0x030000a0,67208,101
2,0x030000b0,69086,101
2,0x030000c0,69146,101
2,0x030000d0,67556,101
2,0x030000e0,69146,101
2,0x030000f0,67406,101
2,0x03001000,67820,101
2,0x03002000,26120,41
2,0x03003000,67220,101
2,0x03004000,27980,41
2,0x03005000,68420,101
2,0x03006000,27680,41
2,0x03007000,68120,101
2,0x03008000,67508,101
2,0x03009000,68420,101
2,0x0300a000,67508,101
2,0x0300b000,69320,101
2,0x0300c000,69368,101
2,0x0300d000,68420,101
2,0x0300e000,69368,101
2,0x0300f000,68120,101
2,0x04000000,3068,5
2,0x04000010,26288,41
2,0x04000020,10256,17
2,0x04000030,26438,41
2,0x04000040,10250,17
2,0x04000050,26288,41
2,0x04000060,10550,17
2,0x04000070,26438,41
2,0x04000080,25844,41
2,0x04000090,26138,41
2,0x040000a0,25844,41
2,0x040000b0,26138,41
2,0x040000c0,26348,41
2,0x040000d0,26138,41
2,0x040000e0,26348,41
2,0x040000f0,26138,41
2,0x04001000,26000,41
2,0x04002000,10256,17
2,0x04003000,26300,41
2,0x04004000,9812,17
2,0x04005000,26000,41
2,0x04006000,10412,17
2,0x04007000,26300,41
2,0x04008000,25544,41
2,0x04009000,25700,41
2,0x0400a000,25544,41
2,0x0400b000,25700,41
2,0x0400c000,26048,41
2,0x0400d000,25700,41
2,0x0400e000,26048,41
2,0x0400f000,25700,41
2,0x05000000,8138,11
2,0x05000010,67946,101
2,0x05000020,26240,41
2,0x05000030,68096,101
2,0x05000040,27488,41
2,0x05000050,66956,101
2,0x05000060,27638,41
2,0x05000070,67256,101
2,0x05000080,67208,101
2,0x05000090,67556,101
2,0x050000a0,67208,101
2,0x050000b0,67406,101
2,0x050000c0,69146,101
2,0x050000d0,67556,101
2,0x050000e0,69146,101
2,0x050000f0,69086,101
2,0x05001000,68120,101
2,0x05002000,26120,41
2,0x05003000,68420,101
2,0x05004000,27680,41
2,0x05005000,67220,101
2,0x05006000,27980,41
2,0x05007000,67820,101
2,0x05008000,67508,101
2,0x05009000,68420,101
2,0x0500a000,67508,101
2,0x0500b000,68120,101
2,0x0500c000,69368,101
2,0x0500d000,68420,101
2,0x0500e000,69368,101
2,0x0500f000,69320,101
2,0x06000000,3068,5
2,0x06000010,26438,41
2,0x06000020,10256,17
2,0x06000030,26288,41
2,0x06000040,10550,17
2,0x06000050,26438,41
2,0x06000060,10250,17
2,0x06000070,26288,41
2,0x06000080,25844,41
2,0x06000090,26138,41
2,0x060000a0,25844,41
2,0x060000b0,26138,41
2,0x060000c0,26348,41
2,0x060000d0,26138,41
2,0x060000e0,26348,41
2,0x060000f0,26138,41
2,0x06001000,26300,41
2,0x06002000,10256,17
2,0x06003000,26000,41
2,0x06004000,10412,17
2,0x06005000,26300,41
2,0x06006000,9812,17
2,0x06007000,26000,41
2,0x06008000,25544,41
2,0x06009000,25700,41
2,0x0600a000,25544,41
2,0x0600b000,25700,41
2,0x0600c000,26048,41
2,0x0600d000,25700,41
2,0x0600e000,26048,41
2,0x0600f000,25700,41
2,0x07000000,8138,11
2,0x07000010,68096,101
2,0x07000020,26240,41
2,0x07000030,67946,101
2,0x07000040,27638,41
2,0x07000050,67256,101
2,0x07000060,27488,41
2,0x07000070,66956,101
2,0x07000080,67208,101
2,0x07000090,67556,101
2,0x070000a0,67208,101
2,0x070000b0,67406,101
2,0x070000c0,69146,101
2,0x070000d0,67556,101
2,0x070000e0,69146,101
2,0x070000f0,69086,101
2,0x07001000,68420,101
2,0x07002000,26120,41
2,0x07003000,68120,101
2,0x07004000,27980,41
2,0x07005000,67820,101
2,0x07006000,27680,41
2,0x07007000,67220,101
2,0x07008000,67508,101
2,0x07009000,68420,101
2,0x0700a000,67508,101
2,0x0700b000,68120,101
2,0x0700c000,69368,101
2,0x0700d000,68420,101
2,0x0700e000,69368,101
2,0x0700f000,69320,101
2,0x08000000,9074,11
2,0x08000010,73208,101
2,0x08000020,23600,41
2,0x08000030,73208,101
2,0x08000040,29444,41
2,0x08000050,73208,101
2,0x08000060,29444,41
2,0x08000070,73208,101
2,0x08000080,64634,101
2,0x08000090,75878,101
2,0x080000a0,64634,101
2,0x080000b0,70538,101
2,0x080000c0,65288,101
