r,u,selection_reason,active_count,complexity_percentile,complexity_band,generated_transitions,expanded_states,query_count,deterministic_hash
2,0x0900a000,"strata:a2|[50,75)",2,53.34507,"[50,75)",69608,101,16,008e45072d6ee5cb8f7feb0c3812b313c703c9a7c2138a08cbed70193f93273c
2,0x0a000080,"strata:a2|[25,50)",2,42.671655,"[25,50)",64634,101,7,02c436f414023628b87af174a3f6e49406cfdfaf7145979e157cfcc495f086f9
2,0x0b0000e0,"strata:a2|[25,50)",2,43.816021,"[25,50)",65636,101,2,02e35d9bc74132f0a95810535836f3293b0909c3fee7eca2d2f703a18024c42f
2,0x0c008000,"strata:a2|[25,50)",2,39.942782,"[25,50)",61460,101,33,0066aa2f586b763c541678febd08dbdd790b913ff1cb6eebf5b4584bf90532cf
2,0x0d007000,"strata:a2|[25,50)",2,49.889965,"[25,50)",68420,101,9,01eaca59d39c23f8ebb962fc61b34c22a6ffd3d9e9f127752e686151767c0a9d
2,0x0d00e000,"strata:a2|[50,75)",2,54.225352,"[50,75)",72068,101,14,024ee14c4567ea8482eb79308e58a7490332f304f7988f0ae26ac5b7e0cf0def
2,0x0f0000c0,"strata:a2|[25,50)",2,43.816021,"[25,50)",65636,101,8,03dab31722830d26f123294886bfe89aa23ecba0b78476fde3c5605e0e03a647
2,0x10009000,"strata:a2|[0,25)",2,15.470951,"[0,25)",7844,101,36,06cd428da3cf71db2672b891c0873083ea7976931ed16f07e45c9536f32cb4a2
2,0x20000000,required_anchor,1,0.132042,"[0,25)",44,5,1,aea4f09cb5c331b650cef4e4ca9a9b6a27fc89f2d3aefe000339754bb46038b7
2,0x20000001,"strata:a2|[25,50)",2,35.915493,"[25,50)",33320,41,48,0462c1d33bc8c6b2f35cbc16c47bcbd354bd2cb3d9afbc3be2187bcdf77ba53b
2,0x200000a0,"strata:a2|[25,50)",2,37.610035,"[25,50)",36680,41,46,004c926d91da89d13c2aa382524d2523e66ff86495d3a56c32551810e13357fa
2,0x20002000,required_anchor,2,2.574824,"[0,25)",1616,17,1,68e7e652a746e4d07141dacc6efe3c451a371af9e4c783555ea474abb033a3f2
2,0x20003000,"strata:a2|[0,25)",2,7.328345,"[0,25)",3560,41,10,05b6a38d3b8477374798c64dd17fda9f2109d781eff9cdbcf3902b9b2b52a133
2,0x2000300c,"strata:a3|[95,100]",3,97.645246,"[95,100]",2929040,401,14,0243896d3f1d63ca40c2101f7e45c6e24ff89368c2939285178322dba483a7d0
2,0x2000b080,"strata:a3|[75,95)",3,83.472711,"[75,95)",303680,401,43,00a74a44149a7e6a5ecef6499f17bfa15ada1c756327092a03d4d6806537c489
2,0x200100d0,"strata:a3|[75,95)",3,94.234155,"[75,95)",2502800,401,4,02ffe053c325b6d9f91eb34a096512bc0c98ad62729ee11daee0b8f6be82746c
2,0x200300a0,required_anchor,3,95.114437,"[95,100]",2677520,401,4,f7f99ad5c5f90770b51048de350aedd4c7a2888a0661bf2a892d88cd0b26ded9
2,0x20033000,"strata:a3|[95,100]",3,97.645246,"[95,100]",2929040,401,12,04237d049b3b8765d4ac35774b9ffecc45329f766800114173c2c64dcf1947d3
2,0x20039000,"strata:a3|[95,100]",3,97.645246,"[95,100]",2929040,401,12,01536418e04fe56fcd8b6df10336258c531688724cc541a5c490cefe69e905c0
2,0x200e8000,"strata:a3|[95,100]",3,98.195423,"[95,100]",3128720,401,20,0019214f95f80b7a47853ec7e5cd6c21ae0345a1a39490ad4d20ab9c4b01605a
2,0x2010e000,"strata:a3|[75,95)",3,79.863556,"[75,95)",246800,401,20,007f6f4f849499a57e8fda7cb0f9c0f0f46d120fe508a735d4fee3cc64f38d97
2,0x2050000c,"strata:a3|[75,95)",3,80.105634,"[75,95)",250160,401,9,020caede6315a6a05abfce14b5f66f57783f77fe4051655c740bfa18bd5eeaa1
2,0x2050c000,"strata:a3|[75,95)",3,79.863556,"[75,95)",246800,401,24,01cfb8a4509c9c33cfb49c88c6c9d87c43846ec74be41b331cbb7ed0b92776a4
2,0x20600600,"strata:a3|[25,50)",3,34.242958,"[25,50)",32024,65,17,362dca7237dee7c6ca432cef07b4a93201eefbf5855f9b4d1822461cd3a7c15c
2,0x20a00006,"strata:a3|[50,75)",3,74.339789,"[50,75)",81680,161,11,080e1ccf6255eff9fa9200ac7f452e90fa4888954127951eb6adf734dd16ef70
2,0x2100d000,"strata:a3|[95,100]",3,95.774648,"[95,100]",2733200,401,6,0535338f015f3785f664adea0d13e754781c85cfc2c005f5afb772a33430f49b
2,0x25000050,"strata:a3|[75,95)",3,94.93838,"[75,95)",2674640,401,11,03d8306f93a9323704d492790500c271c3042b52f40a1252b76c448780bdc1f1
2,0x27008000,"strata:a3|[95,100]",3,95.334507,"[95,100]",2696720,401,13,04a91e8fc8b701d9890d53a22524d137552e1780023258b7ffda584a823668fa
2,0x2b004000,"strata:a3|[75,95)",3,91.351232,"[75,95)",1093760,161,17,00647e3e0c9171a3e2e4a2f04de7566a40bd8911e919c0f02c38e3c21b21a6e9
2,0x2c006000,"strata:a3|[75,95)",3,91.571303,"[75,95)",1107680,161,31,004b3aef1602ed7d6edc6f5d39d60eb7cbf853f351fbb4f5364c55e3be3bbeab
2,0x2e004000,"strata:a3|[75,95)",3,91.571303,"[75,95)",1107680,161,34,00531c4059e669490c9ea4c4ad18c909ba294e398ddc806794f13ab897582b74
2,0x3000a000,"strata:a2|[0,25)",2,17.319542,"[0,25)",8372,101,36,026642e923f41855c11dcd58b6ae20fe9b19ff8a49aa02afb8ceebbd130110ee
2,0x3000f000,"strata:a2|[0,25)",2,15.470951,"[0,25)",7844,101,36,0128f5edb0396e252aefd7f44a6ce7addca6f6315c9b020f0711226279126d43
2,0x40001000,"strata:a2|[0,25)",2,6.007923,"[0,25)",3032,41,24,08b3b82668fa5e1a7a90c8579dd0d7e91d650efd0c4c74e8d2d8163a534dca4b
2,0x40009000,"strata:a2|[0,25)",2,6.007923,"[0,25)",3032,41,24,05172ad75a88d0c4e3257819218f2e9de12957d28bb08246ca4e591b8662e063
2,0x40080000,"strata:a2|[25,50)",2,34.220951,"[25,50)",31184,41,51,04e9a51802e3d13ff3dea164098c045f2503ee95ba944a27bff325095f6feade
2,0x400c0000,"strata:a2|[25,50)",2,32.020246,"[25,50)",28328,41,27,02a86e0fda14803feee56a1db671d6151b4c50b7cc964543104190b0d4d08337
2,0x40100000,"strata:a2|[0,25)",2,4.775528,"[0,25)",2960,41,43,061fcd0f920a3ab5215cf46d93c152ce49fee40afae8525fa07a486f8b565669
2,0x40a00000,"strata:a2|[0,25)",2,6.360035,"[0,25)",3176,41,41,0082de7581f3434733519d3ced415d25d252a0450df87caf54705ddfaf5ea0c9
2,0x50004000,"strata:a2|[0,25)",2,6.007923,"[0,25)",3032,41,15,07fb5f00b63d6acbb193da6a1ba675bbe2d7472d82b5d7345121d973b4b91a26
2,0x50040000,"strata:a2|[25,50)",2,29.203345,"[25,50)",27848,41,45,04c10bf4d942357062c6d71d3471fecd892bbf0f735bb9b6eb2e5551e9ef3b1b
2,0x60003000,"strata:a2|[0,25)",2,6.007923,"[0,25)",3032,41,24,0743bfe093806cca6061c7177b23a3863d2dc7fffb46cfec8d64747e517b470c
2,0x63000000,"strata:a2|[75,95)",2,82.504401,"[75,95)",276392,41,5,003123c6c29f7813a2b3d68f60473ff8a0e7d5ea96de5336b1cef9f677727b54
2,0x70000f00,"strata:a2|[50,75)",2,52.464789,"[50,75)",69320,101,2,05735da668d95784b408e7cab9125b56c90f0e9ccacec2777174ab26a92e6c26
2,0x7000c000,"strata:a2|[0,25)",2,15.470951,"[0,25)",7844,101,32,046cf0f5bd656e895926cc5c14d12f5fdef3ffcd33a29fec57182f1efd610a8a
2,0x70020000,"strata:a2|[25,50)",2,37.323944,"[25,50)",35240,41,33,066c357930e1ac3a387e4d9ccb2bfad322bd49dd2f1e40cb5ab4cf693a24e29f
2,0x80000001,"strata:a2|[50,75)",2,71.676937,"[50,75)",78308,101,10,01d080013ceb65c91661c446583280c40ed6570cfcfd93eb3c887d245757c08f
2,0x80002000,"strata:a2|[0,25)",2,7.416373,"[0,25)",3800,41,10,00c26949610874ec715de2135e91448049e9d39d04c2f25f169be193ab07dd07
2,0x8000b000,"strata:a2|[0,25)",2,17.319542,"[0,25)",8372,101,36,004191d41e495f0d40410d76f3068a9dff464c1655f431c5305bff771912ec9e
2,0x800a7000,required_anchor,3,100.0,"[95,100]",7578152,1001,12,4df0d515194e90d8888915bb40751fd7d4f33b14cf5c86b0f9c9946ca5c85df9
2,0x80700005,"strata:a3|[75,95)",3,86.399648,"[75,95)",600410,1001,3,000d7941123647e097197a18877a1fb00a6f6c169757151299f5e26ce23ec09d
2,0x80c0000d,"strata:a3|[75,95)",3,86.113556,"[75,95)",588872,1001,2,01a6b57a697533ce8b45dfb43661446a56a0e20651e636aaa2294bd7bf5e7a32
2,0x80d0000a,"strata:a3|[75,95)",3,88.666373,"[75,95)",694358,1001,5,0335e719c6583ab6b015dd25f33add371bcc14952aed1a3f95eb40e951355368
2,0x80f00001,"strata:a3|[75,95)",3,86.069542,"[75,95)",587900,1001,2,01777522d159c628ac807085e605ff46b2991dfe194e26e7ca39fb82827cfa04
2,0x80f00200,"strata:a3|[75,95)",3,80.809859,"[75,95)",268040,401,3,02df6070e74919a3cb5b7110ecdf794184b7b2e180ca97edb057edfb17b95c7f
2,0x80f08000,"strata:a3|[75,95)",3,88.402289,"[75,95)",657308,1001,10,032ae850de0e9f5cf5483afa42d67254513ee31640c1087296e0f8f82218a900
2,0x90000800,"strata:a2|[50,75)",2,69.036092,"[50,75)",78008,101,19,04aca9b8b7bc8a4aba9faa865cb404603d63a7bf24117e52412e3fd02626f4bc
2,0x90070000,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,6,0529c0b9cdbc17b40b0571524e46916fa7c40334f96dff2436277cf9a85b08b2
2,0xa0000001,"strata:a2|[50,75)",2,71.676937,"[50,75)",78308,101,10,0075a3de24921a46fd54a699f817e2cc4686805d0978460610c5467c7fa5dcb4
2,0xa0000080,"strata:a2|[75,95)",2,75.0,"[75,95)",86204,101,10,01a6eba1b2cd8a5f422ffe9e48e847aa4023d4c26457373f593c26d70ee6c3c9
2,0xb0000003,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,12,0084c5260b4d5d1acee4bfed3ac0a73df149d3b6f84629a6a1908b2641d5b5d1
2,0xb0800000,"strata:a2|[0,25)",2,12.918134,"[0,25)",7682,101,43,058207eab39f89e60767439206252614576e6dc082647ad8243e692fbb88abaf
2,0xc000000d,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,44,0497fe50ea6433849297af614fb3a192723f89a96f5dce9c17b9877ff7795665
2,0xd0000020,"strata:a2|[25,50)",2,37.323944,"[25,50)",35240,41,10,01e97d4f691507b4ebe717f5e36c18fa42613617932b0faacab84e72569c8b99
2,0xd0000030,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,12,058950eafe7f9f07eb47b9e0050035fd1e9b509db7da09e445171e99ff03e588
2,0xe0000007,"strata:a2|[50,75)",2,68.133803,"[50,75)",73316,101,12,00a850d8e04fd984f9e93aec3ed2a381a639d9938947d9c1f508691076ca08ce
2,0xe0000200,"strata:a2|[25,50)",2,32.372359,"[25,50)",29240,41,8,05360591e6ce4404d225f7e3b5c467e347d3911caa073eefa107fbb47ed6b6f9
2,0xf00010f0,"strata:a3|[75,95)",3,87.786092,"[75,95)",635480,1001,6,021e7c4dfcb8e6b790c638365d4af692677791cebcabbce528c8f75113e6ec34
2,0xf000700a,"strata:a3|[95,100]",3,99.977993,"[95,100]",7094504,1001,12,02f16f27536e4106bdef56350fba460b653a8350136d9a127bcf860179d85255
2,0xf000d060,"strata:a3|[75,95)",3,79.379401,"[75,95)",244160,401,24,03cb6ff7da3243f2007a7631c30bd9b74ba5ae05f10b9e12c4318b7dbcb42d99
2,0xf000d0a0,"strata:a3|[75,95)",3,88.710387,"[75,95)",705176,1001,12,008ca2efdd549e378d9f810e1adff0c45e49e74bc0a68c438d61c2a2bd385fad
3,0x00000001,all_r3,1,0.0,"[0,25)",139026,198,837,fcd63229cd2afd67d09613e146e5e0ea4551a364e1c8a9fc229a0486c84047d1
3,0x00000002,all_r3,1,0.0,"[0,25)",77620,109,687,f2273b115dea5982e0c58cdf142a78acc4336ef8efdc417ddc98467d2bc028a2
3,0x00000003,all_r3,1,0.0,"[0,25)",142402,199,779,5effcddb776589551a2cfbbdf454904b28698f02be8d00a9bad0ceab2cd4ffc7
3,0x00000004,all_r3,1,0.0,"[0,25)",122752,172,715,c256dd97c942db1c416ab9d149ace7cc59b672f80115997a9ba1e5d83d42ce43
3,0x00000005,all_r3,1,0.0,"[0,25)",98370,141,827,f0be4a98e7748e7f4afdea3ccce17135c80f3a85dcdd961d4ceb165f885a3b17
3,0x00000006,all_r3,1,0.0,"[0,25)",122752,172,671,1a8238245dc1061e4753efb8a90678198ecc505c2c235b3eff736d844c193d2a
3,0x00000007,all_r3,1,0.0,"[0,25)",97538,146,800,8e733ec34379cce346d3fb0555863cd0c0ce6c2f9d4139da3d093728b52fbc2e
3,0x00000008,all_r3,1,0.0,"[0,25)",123614,182,779,a0b85363257d7af74b85ab6f6b7730a2d61a7f9c710be3a7fef45e9bae7e939b
3,0x00000009,all_r3,1,0.0,"[0,25)",92234,134,785,3bd59229394131469a2186297c2e36e41bcc4a61298d17bf135b1ece45dbbb49
3,0x0000000a,all_r3,1,0.0,"[0,25)",121486,178,787,1e63a8a39649226e02103e9937d91e537ce67473587650bb46576702646a9675
3,0x0000000b,all_r3,1,0.0,"[0,25)",98370,141,807,62b116bbfc788d51bdd1d65e8dd204bbaf435fda9329c280d865da00bd34fa1c
3,0x0000000c,all_r3,1,0.0,"[0,25)",94498,130,569,3b7fd893c90c4c09b73bcb472e4ebf7a8ca4977fdbe0e6551937216feb83b8a3
3,0x0000000d,all_r3,1,0.0,"[0,25)",124842,180,754,490a90a80ddb513829a8f5dd0348973f141a1e3e276191dd335bf57f2bb8ed41
3,0x0000000e,all_r3,1,0.0,"[0,25)",93986,131,700,3738f1fc9ebb707badf49540ce92180947c4af007cbcb558e2884fab58d63854
3,0x0000000f,all_r3,1,0.0,"[0,25)",123778,178,821,d8e8a1d7db6ce0a82bc373dbce93b60a4f8e2114b45aed969b295bb39ba9f83d
3,0x00000010,all_r3,1,0.0,"[0,25)",1124994,198,210,0c937198e79ba3bf0b7ed9e7efeda5a5f748d18173ed94528effa9470444a27c
3,0x00000020,all_r3,1,0.0,"[0,25)",602644,109,286,3c3c4cbbf6e86da4756e829c49dba7b9fd2e2ab350a55e6959661ebc5ca60a01
3,0x00000030,all_r3,1,0.0,"[0,25)",1140946,199,210,6b94e6c9e67e9a7176a0e063b6a36428ee7374c14e75d7d62e13f366ce982df2
3,0x00000040,all_r3,1,0.0,"[0,25)",982912,172,211,420830067d180e2efedefe0b260d8d244e2c0171f8aca1509b06105c0f055ab8
3,0x00000050,all_r3,1,0.0,"[0,25)",711858,141,151,25c84c2971b1ce4f867fd759b2417a88545a89ae5d6a87afd72bf90a2afc70d5
3,0x00000060,all_r3,1,0.0,"[0,25)",977296,172,232,a05d593e8c1ce21d1c0b7fef3eca33fc1dea3e6a74e72f939b17201418645502
3,0x00000070,all_r3,1,0.0,"[0,25)",776882,146,237,dc6c6b62e75c075f8dd8bb63c168dd446263cff46cb2a3f912d0687a3d6059c9
3,0x00000080,all_r3,1,0.0,"[0,25)",996542,182,252,ef66b3215edfabf0c45d3568dae786b4eb73861f18ec8ddb136151769b9a8eea
3,0x00000090,all_r3,1,0.0,"[0,25)",691418,134,364,3979bb8abf025135ab530f54d3744faa338750b7545a77280ec91587c5b6aefa
3,0x000000a0,all_r3,1,0.0,"[0,25)",940030,178,269,71afb990590b57d2bff2c9639dfe12c7f6e1c563cfca974d8a887d47a2cc520a
3,0x000000b0,all_r3,1,0.0,"[0,25)",711858,141,194,dc6004627e81119fb082d2278acdeb8220e8c394201c0384c12991d3b00eddc6
3,0x000000c0,all_r3,1,0.0,"[0,25)",704482,130,302,51de03ac1ce7557af3141566f685797e5ce07403caa75d5399d6c0064bd94a06
3,0x000000d0,all_r3,1,0.0,"[0,25)",992346,180,272,00377b9e95e5d8ef971f067b2094c4ef2dbab1df990dc8614c131e38a0c4d1b6
3,0x000000e0,all_r3,1,0.0,"[0,25)",712706,131,286,10cd90241860a46254d14c37c8cf79f71c9cba254759c99e85c354eef77bb612
3,0x000000f0,all_r3,1,0.0,"[0,25)",991666,178,197,7848f312d5ffa50e1c1f5cf3649bea031d377daedbafe789dd4a9e8af9b0c2f3
3,0x00001000,all_r3,1,0.0,"[0,25)",7290,21,499,58853ffcbc88ad4000c85e48f7004ce33dd3386bbc7e52cf887b4edffe3f5577
3,0x00002000,all_r3,1,0.0,"[0,25)",1044,6,488,2c834f294dd250f0c86d7dc1c0dfa136329ef77efc30a759a8f9edaf0d5c279a
3,0x00002020,all_r3,2,0.0,"[0,25)",514744,121,64,d72c9f3e3d8d88f324c295273e141703040f08d6b88fe7ac083a87a39f240b2e
3,0x00003000,all_r3,1,0.0,"[0,25)",7290,21,507,6ecd8a809d0b9f476704701ff3fc5bfbc477b099b91ac5380bdb0de0bfd14f69
3,0x00004000,all_r3,1,0.0,"[0,25)",6166,13,665,fc221c6572120eae98d6c1f62b133b7ef7d847e04ed827348d148efa2324b5a3
3,0x00004040,all_r3,2,0.0,"[0,25)",1000342,193,64,2ff07ec516b7d1743cd527d49aa26dec9ebf53a53b61f71390ab9be4b619779d
3,0x00005000,all_r3,1,0.0,"[0,25)",6226,19,662,10a1a29a8f576471576083b34ae35724e46071f0a0c73dea4ff4ef45990b177b
3,0x00006000,all_r3,1,0.0,"[0,25)",6166,13,705,ca90502f0a0baf48962973e03394f0017ef7c7e6c03f87955263c38a5720047b
3,0x00006060,all_r3,2,0.0,"[0,25)",1013334,189,64,32124c92dac212abe9ed1ea5ee93759e90d0d4d85df0da1f8ed3f513daf61c60
3,0x00007000,all_r3,1,0.0,"[0,25)",6226,19,665,0918fa010569069edfad0a87850b637d0a85dcc56894ce24f812dfac557835c0
3,0x00008000,all_r3,1,0.0,"[0,25)",7296,21,557,6d56832b6d1e6b8ad5283e51469512edfd60b09b37a27234182c2d7b2a43ad14
3,0x00009000,all_r3,1,0.0,"[0,25)",7290,21,521,fc2bf3c29daeddd18fa68664a2e5807c9c98470d906f6d7869f9c108227f4814
3,0x0000a000,all_r3,1,0.0,"[0,25)",7296,21,520,31d638c7818d4b9016603ad7876cc9a965d29ea1f74564d20df5d1db981156d1
3,0x0000b000,all_r3,1,0.0,"[0,25)",7290,21,501,f8e6c761ef6f721b92f69a25ca8811c7b2fe779d851e6d3586ade05b200d2eaa
3,0x0000c000,all_r3,1,0.0,"[0,25)",4098,15,588,ec043d159b415e66db83bf4aa15aa37935907dc9449ac1e7987342b75061e067
3,0x0000d000,all_r3,1,0.0,"[0,25)",8226,21,592,d6993cece7f1d78cce8b6b8d50367dfe30773f5e4597ffd7240715e13193c128
3,0x0000e000,all_r3,1,0.0,"[0,25)",4098,15,611,7942314fcf4a08f985e8c5c23b0ed4af10d08d650ae516688e60438a850f1bde
3,0x0000f000,all_r3,1,0.0,"[0,25)",8226,21,643,72cee7eddfbd53cae82250b77ee67db9e79d2f6604b4af1d78040b722e7fe53f
3,0x00010000,all_r3,1,0.0,"[0,25)",139026,198,837,ee035ad7e4c949a81bb14dbd5104867cbb70ad921dc766a8dcec8b73c5bac074
3,0x00020000,all_r3,1,0.0,"[0,25)",77620,109,687,e52be46bac1f53c96c6254a2a93fef8abf88d07e585be18b3a843602ee607675
3,0x00030000,all_r3,1,0.0,"[0,25)",142402,199,779,3a1d035c96945b0a4e6765c27be73e410e7af4211cbff83cec2ba24087473900
3,0x00040000,all_r3,1,0.0,"[0,25)",122752,172,715,5c6e518712ef32b8bc16ff0e4795d1c6206b2f29e8da801534c93b641d5b52dc
3,0x00050000,all_r3,1,0.0,"[0,25)",98370,141,827,85438d22fc124640f47964ba68ce92a1d009b9054665f87e81bea4fb894a2282
3,0x00060000,all_r3,1,0.0,"[0,25)",122752,172,671,b831b0eb7bbfa86eb8ae9cfc76edcde4a17c79aeb73601adffce8979c6a9a21b
3,0x00070000,all_r3,1,0.0,"[0,25)",97538,146,800,73397160406c00634ee73c536e882dda8f6b032c6d5abec18676127f06b6bdb1
3,0x00080000,all_r3,1,0.0,"[0,25)",123614,182,779,6516286d38d39b9c6240448e443c138fe2a8447b5308b57a1c93821d97bb3ee6
3,0x00090000,all_r3,1,0.0,"[0,25)",92234,134,785,b8b3500ea118039bc5dc4ca01910bfd02b7d907056c929f9d8a21436ecd3b2e6
3,0x000a0000,all_r3,1,0.0,"[0,25)",121486,178,787,e2266186612d36fcef3631bf83fc189d392bbd64ae388eba8a3bf1110533129e
3,0x000b0000,all_r3,1,0.0,"[0,25)",98370,141,807,919b8a5299c520ba8e73fe01bfa2db08476a32f4988d5bb998e8d000588e101f
3,0x000c0000,all_r3,1,0.0,"[0,25)",94498,130,569,07542b5209db12926574e8d28131084ffc5f034e02bc347869f25279f59497ff
3,0x000d0000,all_r3,1,0.0,"[0,25)",124842,180,754,0229caf16ef2883143e43dfebb0df446bdde587031be0edf281dab80e42a9fab
3,0x000e0000,all_r3,1,0.0,"[0,25)",93986,131,700,59919bab142c3fec5a7bfc1d8d0604f521ead846b749deacb92e840afe821cad
3,0x000f0000,all_r3,1,0.0,"[0,25)",123778,178,821,ac0967efa61c21a256ab1644f73f0ce78fba6aec906f821b547489cbf32eaa11
3,0x00100000,all_r3,1,0.0,"[0,25)",1124994,198,210,cfe8dc658daa72994ab0f7422bf6c39d52aae5e3c860cfe557e6c4be9348771a
3,0x00200000,all_r3,1,0.0,"[0,25)",602644,109,286,d26ca66b1369a52f85150d8a503a8e50a41f736607e1890a288748c10bfc6a56
3,0x00300000,all_r3,1,0.0,"[0,25)",1140946,199,210,dab09e287903ad0ac98d53f473fc7ce138ab8752ff1a1488e93ba91af7ef2b28
3,0x00400000,all_r3,1,0.0,"[0,25)",982912,172,211,1f7bf4af7755a3546c5a1f5a15a63d2dd771d3505dc7ec82cf2d889aceeaafeb
3,0x00500000,all_r3,1,0.0,"[0,25)",711858,141,151,140506b5af6d877a11761022f77f7f981f70201253a5241b7302416ec972d453
3,0x00600000,all_r3,1,0.0,"[0,25)",977296,172,232,692f736f51d2d648d560d3c2cf5931ebb6c1eb15853a1ad62e222f523099d8e5
3,0x00700000,all_r3,1,0.0,"[0,25)",776882,146,237,f61ca3ac7a0b8506a0f7262eba87509b863bc374f69a49c7d824cff8b6392844
3,0x00800000,all_r3,1,0.0,"[0,25)",996542,182,252,ffff279dc493bdc3f46efe362cc02a7668ba3a24fcf66ca250e90ca19d45bd6b
3,0x00900000,all_r3,1,0.0,"[0,25)",691418,134,364,2d83953175b88e715b5af8a9976824fcaa59d61f49b7c051265cba18707478e7
3,0x00a00000,all_r3,1,0.0,"[0,25)",940030,178,269,c2af63e4be117e5e114fdc125dcd8690eef8e6510c0b3dea1fa1beeb88d7d0ec
3,0x00b00000,all_r3,1,0.0,"[0,25)",711858,141,194,66b26720e907b882e5195850091efa6f2423af868b85582958ab145b01041aae
3,0x00c00000,all_r3,1,0.0,"[0,25)",704482,130,302,dc445badffbd8e3ccd06538104c8781f1c1813c2fdf6d2578b5e2eee008d1807
3,0x00d00000,all_r3,1,0.0,"[0,25)",992346,180,272,ce101e5d7485ee4dba35ab827b451278c2f01280a6afe4be9ca51d674d7236d7
3,0x00e00000,all_r3,1,0.0,"[0,25)",712706,131,286,a1cba42996d34b9053595e069a9cac33451310135fb6ca948c6467436d7ad5ee
3,0x00f00000,all_r3,1,0.0,"[0,25)",991666,178,197,25c850d5d5fd1fb16662abe8b3b78f617169c479ad1f86672bce7da5242add21
3,0x10000000,all_r3,1,0.0,"[0,25)",7290,21,499,72ed3ac36c564d7541531f68a2aef88e0fdf9bb657accb0dd25bab7b62823534
3,0x20000000,all_r3,1,0.0,"[0,25)",1044,6,488,31c53134e6d6f77e55a7fd62a00deea5cd6b5865637f585f237a0f8a2c3c7426
3,0x20200000,all_r3,2,0.0,"[0,25)",514744,121,64,53a72d0841f4347f14598c6737d0861a16a72ccb28f5c4c0c83e822e317640ae
3,0x30000000,all_r3,1,0.0,"[0,25)",7290,21,507,e0ee9eeb7568406631154ccd067481ede0401b47e9ec7cfa48e0856c62b61b8b
3,0x40000000,all_r3,1,0.0,"[0,25)",6166,13,665,1f5b404ee9de582f061deed22bba057dd10d74fb5dcd6dfbb9f9c390b4dfa853
3,0x40400000,all_r3,2,0.0,"[0,25)",1000342,193,64,fe24f86f638b8b740870720503139ee2f287c6c548b5835487c1136408e83f47
3,0x50000000,all_r3,1,0.0,"[0,25)",6226,19,662,ffa6b745e61281aa1f2467594489b8547b385e29e97195e7a58a4f28ccec977e
3,0x60000000,all_r3,1,0.0,"[0,25)",6166,13,705,3fc02c325134f4361f85995bbc096f453fe80cdf2806907465ef0186c7776489
3,0x60600000,all_r3,2,0.0,"[0,25)",1013334,189,64,921c847a76f2762c46c9cbc074dcae378a7273efd77871d7e0e626516ce3f93f
3,0x70000000,all_r3,1,0.0,"[0,25)",6226,19,665,b41db58d1f9d8a7d22e46d3beac053a1e9e1a2fd781dd5ad77c261b714440e79
3,0x80000000,all_r3,1,0.0,"[0,25)",7296,21,557,5dccafe2ba2c2630e011d2a744f130918216c02d4fe6254116c99995eabb96b4
3,0x90000000,all_r3,1,0.0,"[0,25)",7290,21,521,f5880372ae2c3515c55830ab5143166eeeeb5ee03aa92fa74e249472978a2929
3,0xa0000000,all_r3,1,0.0,"[0,25)",7296,21,520,23c67d27115ccfb65fdd0e1d6f3c9fb5401c2502fbdc548f6082062fbf19a640
3,0xb0000000,all_r3,1,0.0,"[0,25)",7290,21,501,bfcaff31ca0bc84e2ce127b4be72777adcc9000d57b863f017470f5b4016df81
3,0xc0000000,all_r3,1,0.0,"[0,25)",4098,15,588,cea2538d268b0b53d9e29686740f810e83f6525801924cee366b48ae4342d76d
3,0xd0000000,all_r3,1,0.0,"[0,25)",8226,21,592,67690532266362060adac310ad17b9a840fcfa71f4e5116221d6017479bc48d0
3,0xe0000000,all_r3,1,0.0,"[0,25)",4098,15,611,969ff44942c77f57ab33dc1b0929b44b4d27c39115c883420bb571c0bdad44ae
3,0xf0000000,all_r3,1,0.0,"[0,25)",8226,21,643,0a1702deda354e8e05b6915c9744b98cbab2d9d06067b80bcb3a317f06a57367
